co2_ppmv,gpp_percent,d17o_o2_permil
494,69.095986,-0.592454
494,69.502870,-0.590746
494,69.909754,-0.589056
494,70.316639,-0.587385
494,70.723523,-0.585733
494,71.130407,-0.584098
494,71.537291,-0.582481
494,71.944175,-0.580882
494,72.351059,-0.579300
494,72.757943,-0.577736
494,73.164827,-0.576188
494,73.571711,-0.574657
494,73.978595,-0.573142
494,74.385479,-0.571643
494,74.792363,-0.570161
494,75.199247,-0.568694
494,75.606131,-0.567242
494,76.013015,-0.565806
494,76.419900,-0.564385
494,76.826784,-0.562979
494,77.233668,-0.561587
494,77.640552,-0.560210
494,78.047436,-0.558847
494,78.454320,-0.557499
494,78.861204,-0.556164
494,79.268088,-0.554842
494,79.674972,-0.553534
494,80.081856,-0.552239
494,80.488740,-0.550957
494,80.895624,-0.549688
494,81.302508,-0.548432
494,81.709392,-0.547188
494,82.116277,-0.545956
494,82.523161,-0.544736
494,82.930045,-0.543528
494,83.336929,-0.542332
494,83.743813,-0.541147
494,84.150697,-0.539974
494,84.557581,-0.538811
494,84.964465,-0.537660
494,85.371349,-0.536519
494,85.778233,-0.535389
494,86.185117,-0.534270
494,86.592001,-0.533160
494,86.998885,-0.532061
494,87.405769,-0.530971
494,87.812654,-0.529892
494,88.219538,-0.528821
494,88.626422,-0.527761
494,89.033306,-0.526709
494,89.440190,-0.525667
494,89.847074,-0.524633
494,90.253958,-0.523609
494,90.660842,-0.522593
494,91.067726,-0.521585
494,91.474610,-0.520586
494,91.881494,-0.519595
494,92.288378,-0.518612
494,92.695262,-0.517637
494,93.102146,-0.516670
494,93.509031,-0.515710
494,93.915915,-0.514758
494,94.322799,-0.513814
494,94.729683,-0.512876
494,95.136567,-0.511946
494,95.543451,-0.511022
494,95.950335,-0.510106
494,96.357219,-0.509196
494,96.764103,-0.508292
494,97.170987,-0.507396
494,97.577871,-0.506505
494,97.984755,-0.505621
494,98.391639,-0.504743
494,98.798523,-0.503871
494,99.205408,-0.503004
494,99.612292,-0.502144
494,100.019176,-0.501289
494,100.426060,-0.500440
494,100.832944,-0.499596
494,101.239828,-0.498758
494,101.646712,-0.497925
494,102.053596,-0.497097
494,102.460480,-0.496274
494,102.867364,-0.495456
494,103.274248,-0.494643
494,103.681132,-0.493835
494,104.088016,-0.493031
494,104.494900,-0.492232
494,104.901785,-0.491438
494,105.308669,-0.490648
494,105.715553,-0.489862
494,106.122437,-0.489081
494,106.529321,-0.488304
494,106.936205,-0.487531
494,107.343089,-0.486762
494,107.749973,-0.485997
494,108.156857,-0.485236
494,108.563741,-0.484479
494,108.970625,-0.483725
494,109.377509,-0.482976
494,109.784393,-0.482230
494,110.191277,-0.481487
494,110.598162,-0.480748
494,111.005046,-0.480013
494,111.411930,-0.479281
494,111.818814,-0.478552
494,112.225698,-0.477827
494,112.632582,-0.477105
494,113.039466,-0.476386
494,113.446350,-0.475670
494,113.853234,-0.474957
494,114.260118,-0.474248
494,114.667002,-0.473542
494,115.073886,-0.472838
494,115.480770,-0.472138
494,115.887654,-0.471440
494,116.294539,-0.470745
494,116.701423,-0.470054
494,117.108307,-0.469365
494,117.515191,-0.468679
494,117.922075,-0.467995
494,118.328959,-0.467315
494,118.735843,-0.466637
494,119.142727,-0.465962
494,119.549611,-0.465290
494,119.956495,-0.464620
494,120.363379,-0.463953
494,120.770263,-0.463289
494,121.177147,-0.462627
494,121.584031,-0.461968
494,121.990916,-0.461312
494,122.397800,-0.460659
494,122.804684,-0.460008
494,123.211568,-0.459359
494,123.618452,-0.458713
494,124.025336,-0.458070
494,124.432220,-0.457430
494,124.839104,-0.456792
494,125.245988,-0.456157
494,125.652872,-0.455525
494,126.059756,-0.454895
494,126.466640,-0.454268
494,126.873524,-0.453644
494,127.280408,-0.453023
494,127.687293,-0.452404
494,128.094177,-0.451788
494,128.501061,-0.451175
494,128.907945,-0.450565
494,129.314829,-0.449957
494,129.721713,-0.449353
494,130.128597,-0.448751
494,130.535481,-0.448153
494,130.942365,-0.447557
494,131.349249,-0.446965
494,131.756133,-0.446375
494,132.163017,-0.445789
