co2_ppmv,gpp_percent,d17o_o2_permil
994,140.783087,-0.592539
994,140.898141,-0.592245
994,141.013195,-0.591950
994,141.128249,-0.591656
994,141.243303,-0.591363
994,141.358358,-0.591070
994,141.473412,-0.590777
994,141.588466,-0.590484
994,141.703520,-0.590192
994,141.818574,-0.589900
994,141.933628,-0.589608
994,142.048682,-0.589317
994,142.163736,-0.589026
994,142.278790,-0.588735
994,142.393845,-0.588445
994,142.508899,-0.588154
994,142.623953,-0.587865
994,142.739007,-0.587575
994,142.854061,-0.587286
994,142.969115,-0.586997
994,143.084169,-0.586708
994,143.199223,-0.586420
994,143.314277,-0.586131
994,143.429332,-0.585843
994,143.544386,-0.585556
994,143.659440,-0.585268
994,143.774494,-0.584981
994,143.889548,-0.584695
994,144.004602,-0.584408
994,144.119656,-0.584122
994,144.234710,-0.583836
994,144.349764,-0.583550
994,144.464819,-0.583264
994,144.579873,-0.582979
994,144.694927,-0.582694
994,144.809981,-0.582409
994,144.925035,-0.582125
994,145.040089,-0.581840
994,145.155143,-0.581556
994,145.270197,-0.581272
994,145.385252,-0.580989
994,145.500306,-0.580705
994,145.615360,-0.580422
994,145.730414,-0.580139
994,145.845468,-0.579856
994,145.960522,-0.579574
994,146.075576,-0.579291
994,146.190630,-0.579009
994,146.305684,-0.578727
994,146.420739,-0.578445
994,146.535793,-0.578164
994,146.650847,-0.577882
994,146.765901,-0.577601
994,146.880955,-0.577320
994,146.996009,-0.577039
994,147.111063,-0.576759
994,147.226117,-0.576478
994,147.341171,-0.576198
994,147.456226,-0.575918
994,147.571280,-0.575638
994,147.686334,-0.575358
994,147.801388,-0.575078
994,147.916442,-0.574799
994,148.031496,-0.574519
1094,134.120735,-0.643350
1094,134.184254,-0.643160
1094,134.247774,-0.642970
1094,134.311293,-0.642781
1094,134.374813,-0.642591
1094,134.438332,-0.642402
1094,134.501852,-0.642213
1094,134.565371,-0.642023
1094,134.628891,-0.641834
1094,134.692410,-0.641645
1094,134.755929,-0.641456
1094,134.819449,-0.641268
1094,134.882968,-0.641079
1094,134.946488,-0.640890
1094,135.010007,-0.640702
1094,135.073527,-0.640513
1094,135.137046,-0.640325
1094,135.200566,-0.640137
1094,135.264085,-0.639949
1094,135.327605,-0.639761
1094,135.391124,-0.639573
1094,135.454644,-0.639385
1094,135.518163,-0.639197
1094,135.581682,-0.639010
1094,135.645202,-0.638822
1094,135.708721,-0.638635
1094,135.772241,-0.638447
1094,135.835760,-0.638260
1094,135.899280,-0.638073
1094,135.962799,-0.637886
1094,136.026319,-0.637699
1094,136.089838,-0.637512
1094,136.153358,-0.637325
1094,136.216877,-0.637138
1094,136.280396,-0.636952
1094,136.343916,-0.636765
1094,136.407435,-0.636579
1094,136.470955,-0.636393
1094,136.534474,-0.636206
1094,136.597994,-0.636020
1094,136.661513,-0.635834
1094,136.725033,-0.635648
1094,136.788552,-0.635463
1094,136.852072,-0.635277
1094,136.915591,-0.635091
1094,136.979110,-0.634906
1094,137.042630,-0.634720
1094,137.106149,-0.634535
1094,137.169669,-0.634350
1094,137.233188,-0.634164
1094,137.296708,-0.633979
1094,137.360227,-0.633794
1094,137.423747,-0.633610
1094,137.487266,-0.633425
1094,137.550786,-0.633240
1094,137.614305,-0.633056
1094,137.677825,-0.632871
1094,137.741344,-0.632687
1094,137.804863,-0.632502
1094,137.868383,-0.632318
1094,137.931902,-0.632134
1094,137.995422,-0.631950
1094,138.058941,-0.631766
1094,138.122461,-0.631582
1094,138.185980,-0.631399
1094,138.249500,-0.631215
1094,138.313019,-0.631031
1094,138.376539,-0.630848
1094,138.440058,-0.630665
1094,138.503577,-0.630481
1094,138.567097,-0.630298
1094,138.630616,-0.630115
1094,138.694136,-0.629932
1094,138.757655,-0.629749
1094,138.821175,-0.629567
1094,138.884694,-0.629384
1094,138.948214,-0.629202
1094,139.011733,-0.629019
1094,139.075253,-0.628837
1094,139.138772,-0.628654
1094,139.202291,-0.628472
1094,139.265811,-0.628290
1094,139.329330,-0.628108
1094,139.392850,-0.627926
1094,139.456369,-0.627745
1094,139.519889,-0.627563
1094,139.583408,-0.627381
1094,139.646928,-0.627200
1094,139.710447,-0.627019
1094,139.773967,-0.626837
1094,139.837486,-0.626656
1094,139.901006,-0.626475
1094,139.964525,-0.626294
1094,140.028044,-0.626113
1094,140.091564,-0.625933
1094,140.155083,-0.625752
1094,140.218603,-0.625571
1094,140.282122,-0.625391
1094,140.345642,-0.625211
1094,140.409161,-0.625030
1094,140.472681,-0.624850
1094,140.536200,-0.624670
1094,140.599720,-0.624490
1094,140.663239,-0.624310
1094,140.726758,-0.624131
1094,140.790278,-0.623951
1094,140.853797,-0.623771
1094,140.917317,-0.623592
1094,140.980836,-0.623413
1094,141.044356,-0.623233
1094,141.107875,-0.623054
1094,141.171395,-0.622875
1094,141.234914,-0.622696
1094,141.298434,-0.622518
1094,141.361953,-0.622339
1094,141.425473,-0.622160
1094,141.488992,-0.621982
1094,141.552511,-0.621803
1094,141.616031,-0.621625
1094,141.679550,-0.621447
1094,141.743070,-0.621269
1094,141.806589,-0.621091
1094,141.870109,-0.620913
1094,141.933628,-0.620735
1094,141.997148,-0.620558
1094,142.060667,-0.620380
1094,142.124187,-0.620203
1094,142.187706,-0.620025
1094,142.251225,-0.619848
1094,142.314745,-0.619671
1094,142.378264,-0.619494
1094,142.441784,-0.619317
1094,142.505303,-0.619141
1094,142.568823,-0.618964
1094,142.632342,-0.618787
1094,142.695862,-0.618611
1094,142.759381,-0.618435
1094,142.822901,-0.618258
1094,142.886420,-0.618082
1094,142.949939,-0.617906
1094,143.013459,-0.617730
1094,143.076978,-0.617555
1094,143.140498,-0.617379
1094,143.204017,-0.617203
1094,143.267537,-0.617028
1094,143.331056,-0.616853
1094,143.394576,-0.616677
1094,143.458095,-0.616502
1094,143.521615,-0.616327
1094,143.585134,-0.616153
1094,143.648654,-0.615978
1094,143.712173,-0.615803
1094,143.775692,-0.615629
1094,143.839212,-0.615454
1094,143.902731,-0.615280
1094,143.966251,-0.615106
1094,144.029770,-0.614932
1094,144.093290,-0.614758
1094,144.156809,-0.614584
1094,144.220329,-0.614410
1094,144.283848,-0.614237
1094,144.347368,-0.614063
1094,144.410887,-0.613890
1094,144.474406,-0.613717
1094,144.537926,-0.613544
1094,144.601445,-0.613371
1094,144.664965,-0.613198
1094,144.728484,-0.613025
1094,144.792004,-0.612853
1094,144.855523,-0.612680
1094,144.919043,-0.612508
1094,144.982562,-0.612336
1094,145.046082,-0.612163
1094,145.109601,-0.611991
1094,145.173120,-0.611820
1094,145.236640,-0.611648
1094,145.300159,-0.611476
1094,145.363679,-0.611305
1094,145.427198,-0.611133
1094,145.490718,-0.610962
1094,145.554237,-0.610791
1094,145.617757,-0.610620
1094,145.681276,-0.610449
1094,145.744796,-0.610279
1094,145.808315,-0.610108
1094,145.871835,-0.609938
1094,145.935354,-0.609767
1094,145.998873,-0.609597
1094,146.062393,-0.609427
1094,146.125912,-0.609257
1094,146.189432,-0.609087
1094,146.252951,-0.608917
1094,146.316471,-0.608748
1094,146.379990,-0.608579
1094,146.443510,-0.608409
1094,146.507029,-0.608240
1094,146.570549,-0.608071
1094,146.634068,-0.607902
1094,146.697587,-0.607733
1094,146.761107,-0.607565
1094,146.824626,-0.607396
1094,146.888146,-0.607228
1094,146.951665,-0.607060
1094,147.015185,-0.606892
1094,147.078704,-0.606724
1094,147.142224,-0.606556
1094,147.205743,-0.606388
1094,147.269263,-0.606221
1094,147.332782,-0.606054
1094,147.396301,-0.605886
1094,147.459821,-0.605719
1094,147.523340,-0.605552
1094,147.586860,-0.605386
1094,147.650379,-0.605219
1094,147.713899,-0.605052
1094,147.777418,-0.604886
1094,147.840938,-0.604720
1094,147.904457,-0.604554
1094,147.967977,-0.604388
1094,148.031496,-0.604222
